muni_id,use_code,use_desc,luc,desc,broad
56,122C,FRAT/SOROR,122,Fraternity or sorority,Residential
182,122C,FRAT/SOROR,122,Fraternity or sorority,Residential
0,123,Residence Halls or Dormitories,123,Student housing,Residential
0,1230,Residence Halls or Dormitories,123,Student housing,Residential
334,1231,1231,100,Unknown residential,Residential
197,123C,IMPUTED - Residence Halls or Dormitories,123,Student housing,Residential
0,124,"Rectories, Convents, Monasteries",121,Boarding house or other congregate housing,Residential
0,1240,"Rectories, Convents, Monasteries",121,Boarding house or other congregate housing,Residential
0,125,Other Congregate Housing (includes non-transient shared living arrangements),121,Boarding house or other congregate housing,Residential
0,1250,Other Congregate Housing (includes non-transient shared living arrangements),121,Boarding house or other congregate housing,Residential
73,1251,ASSIST LIV RES,125,Assisted living,Residential
61,1251,"Local Use Code Variation for tracking and administrative purposes, Same as ""1250"".",125,Assisted living,Residential
307,1251,Retirement Living,125,Assisted living,Residential
325,1251,AssistLiv,125,Assisted living,Residential
335,1252,IMPUTED - Other Congregate Housing (includes non-transient shared living arrangements),121,Boarding house or other congregate housing,Residential
170,1252,Other Residential C,100,Unknown residential,Residential
20,1259,Bed & Breakfasts,,#N/A,Commercial
8,125C,Othr Liv F  Com,121,Boarding house or other congregate housing,Residential
56,125C,OTHR LIV F,121,Boarding house or other congregate housing,Residential
307,125C,OTHR LIV F M-94,121,Boarding house or other congregate housing,Residential
315,125C,Other Living F,121,Boarding house or other congregate housing,Residential
67,125C,OTHR LIV F  MDL-94,121,Boarding house or other congregate housing,Residential
145,125C,Other Congregate Housing (includes non-transient shared living arrangements),121,Boarding house or other congregate housing,Residential
211,125C,Other Congregate Housing,121,Boarding house or other congregate housing,Residential
182,125C,OTHR LIV F,121,Boarding house or other congregate housing,Residential
333,125C,Assisted Living Facility,125,Assisted living,Residential
146,125C,Othr Liv F,121,Boarding house or other congregate housing,Residential
207,125C,OTHR LIV F MDL-94,121,Boarding house or other congregate housing,Residential
207,125R,CONGREGATE HOUSING,121,Boarding house or other congregate housing,Residential
56,125U,OTHR LIV F,121,Boarding house or other congregate housing,Residential
182,125U,OTHR LIV F,121,Boarding house or other congregate housing,Residential
35,126,IMPUTED - Residential,100,Unknown residential,Residential
35,1260,IMIPUTED - Residential,100,Unknown residential,Residential
20,1260,Bed & Brkf,,#N/A,Commercial
207,126C,ASSISTED LIVING,125,Assisted living,Residential
207,126R,ASSISTED LIVING,125,Assisted living,Residential
35,127,IMPUTED - Residential,100,Unknown residential,Residential
35,1270,IMIPUTED - Residential,100,Unknown residential,Residential
35,128,IMPUTED - Residential,100,Unknown residential,Residential
35,1280,IMPUTED - Residential,100,Unknown residential,Residential
35,129,IMPUTED - Residential,100,Unknown residential,Residential
35,1290,IMPUTED - Residential,100,Unknown residential,Residential
0,130,Developable Residential Land,130,Developable residential land,Residential
0,1300,Developable Residential Land,130,Developable residential land,Residential
350,1301,VACANT LAND DEV V,130,Developable residential land,Residential
67,1301,RES ACLNPO,130,Developable residential land,Residential
182,1301,VAC RETREAT LOT,130,Developable residential land,Residential
73,1303,DEV LAND WTR,130,Developable residential land,Residential
350,1303,Vacant Water FRT,130,Developable residential land,Residential
197,1303,IMPUTED - Developable Residential Land,130,Developable residential land,Residential
235,1303,Vacant land waterfront,130,Developable residential land,Residential
197,1306,IMPUTED - Developable Residential Land,130,Developable residential land,Residential
282,130I,Unknown,130,Developable residential land,Residential
310,130R,Developable Residential Land,130,Developable residential land,Residential
320,130R,res acclndv mdl-01,130,Developable residential land,Residential
325,130R,VAC RESD LAND,130,Developable residential land,Residential
211,130R,OTHER - Developable Residential Land,130,Developable residential land,Residential
64,130R,Residential Vacant Land,130,Developable residential land,Residential
146,130R,Res Aclndv,130,Developable residential land,Residential
56,130V,RES ACLNDV MDL-00,130,Developable residential land,Residential
335,130V,IMPUTED - Developable Residential Land,130,Developable residential land,Residential
67,130V,RES ACLNDV  MDL-00,130,Developable residential land,Residential
225,130V,RES ACLNDV MDL,130,Developable residential land,Residential
339,130V,RES ACLND V MDL,130,Developable residential land,Residential
0,131,Potentially Developable Residential Land,131,Potentially developable residental land,Residential
0,1310,Potentially Developable Residential Land,131,Potentially developable residental land,Residential
104,1311,Vacant Land Owned by an Abutter,131,Potentially developable residental land,Residential
266,1311,Residential ACLNCD,131,Potentially developable residental land,Residential
73,1313,P DEV LAND WTR,131,Potentially developable residental land,Residential
140,1313,Developable Land,131,Potentially developable residental land,Residential
67,1313,RES PO RVR,131,Potentially developable residental land,Residential
197,1313,IMPUTED - Potentially Developable Residential Land,131,Potentially developable residental land,Residential
325,131R,VAC RESD LAND POT,131,Potentially developable residental land,Residential
335,131V,IMPUTED - Potentially Developable Residential Land,131,Potentially developable residental land,Residential
225,131V,RES ACLNDV MDL,131,Potentially developable residental land,Residential
1,131V,"Residential vacant land, potentially developable",131,Potentially developable residental land,Residential
250,131V,RES ACLNPO MDL-00,131,Potentially developable residental land,Residential
0,132,Undevelopable Residential Land,132,Undevelopable residential land,Residential
0,1320,Undevelopable Residential Land,132,Undevelopable residential land,Residential
56,1321,RES C RES,132,Undevelopable residential land,Residential
197,1321,IMPUTED - Undevelopable Residential Land,132,Undevelopable residential land,Residential
2,1321,RES ACLNNV,132,Undevelopable residential land,Residential
182,1321,RES C RES,132,Undevelopable residential land,Residential
221,1322,Undevelopable Residential Land,132,Undevelopable residential land,Residential
8,1322,Res Conserv Vac,132,Undevelopable residential land,Residential
67,1322,RES UD WET,132,Undevelopable residential land,Residential
49,1322,RES-UDV-PARK LND,132,Undevelopable residential land,Residential
73,1323,UNDEV LAND WATER,132,Undevelopable residential land,Residential
140,1323,Undevelopable Land,132,Undevelopable residential land,Residential
197,1323,IMPUTED - Undevelopable Residential Land,132,Undevelopable residential land,Residential
67,1325,RES CR,132,Undevelopable residential land,Residential
197,1325,IMPUTED - Undevelopable Residential Land,132,Undevelopable residential land,Residential
67,1327,RES COMMON,132,Undevelopable residential land,Residential
104,132B,Unbuildable Land - B stands for Beach Parking,132,Undevelopable residential land,Residential
20,132C,Undevelopable Residential Land,132,Undevelopable residential land,Residential
197,132R,IMPUTED - Undevelopable Residential Land,132,Undevelopable residential land,Residential
293,132U,IMPUTED - Undevelopable Residential Land,132,Undevelopable residential land,Residential
335,132V,IMPUTED - Undevelopable Residential Land,132,Undevelopable residential land,Residential
225,132V,RES ACLNDV MDL,132,Undevelopable residential land,Residential
293,132V,RES ACLNUD M00,132,Undevelopable residential land,Residential
197,1333,Unbuildable Water Front PF Wet,133,#N/A,Residential
32,134,PR RES COM,013,Mixed-use -- residential with commercial,Residential
325,134,PRI RS C/I,013,Mixed-use -- residential with commercial,Residential
332,134,Predom Res R,013,Mixed-use -- residential with commercial,Residential
290,134,Mixed Use Res R,013,Mixed-use -- residential with commercial,Residential
20,134,Primary residence w/Commercial or Industrial (Mixed use),013,Mixed-use -- residential with commercial,Residential
211,134,PRI RS C/I,013,Mixed-use -- residential with commercial,Residential
334,134,0134,100,Unknown residential,Residential
207,134,RESIDENTIAL USE,100,Unknown residential,Residential
182,1340,OFC RES LND,100,Unknown residential,Residential
334,1340,1340,100,Unknown residential,Residential
332,135,Predom Res C,013,Mixed-use -- residential with commercial,Residential
290,135,Mixed Use Res C,013,Mixed-use -- residential with commercial,Residential
110,135,RRI RES/COM,013,Mixed-use -- residential with commercial,Residential
69,136,Residience,100,Unknown residential,Residential
110,136,Predom Res C,013,Mixed-use -- residential with commercial,Residential
192,136,Use code not known or nor provided.,100,Unknown residential,Residential
69,137,Residence,100,Unknown residential,Residential
85,137,MixResCom61A,013,Mixed-use -- residential with commercial,Residential
100,137,Garage Spaces,,#N/A,Commercial
49,137,RES-COV-PKG,100,Unknown residential,Residential
205,137,Other,,#N/A,Commercial
324,137,"Mixed Use (Primarily Vacant Residential, some Agriculture)",120,Residential open space,Residential
46,137,RES-PARKING,,#N/A,Commercial
192,137,"Mixed Use (Primarily Residential, some Commercial)",013,Mixed-use -- residential with commercial,Residential
232,137,"Mixed Use (Primarily Residential, some Commercial and Chapter 61A)",013,Mixed-use -- residential with commercial,Residential
189,137,"Mixed Use (Primarily Commercial, some Agriculture, Chapter 61)",013,Mixed-use -- residential with commercial,Residential
181,137,Other,100,Unknown residential,Residential
37,137,"Mixed use, Residential/Commercial/Chapter 61A",013,Mixed-use -- residential with commercial,Residential
85,138,MixResCom,013,Mixed-use -- residential with commercial,Residential
144,138,MIXED USE & CH. 61B,013,Mixed-use -- residential with commercial,Residential
192,138,Use code not known or nor provided.,100,Unknown residential,Residential
0,140,Child Care Facility,140,Daycare,Residential
0,1400,Child Care Facility,140,Daycare,Residential
61,1401,"Local Use Code Variation for tracking and administrative purposes, Same as ""1400"".",140,Daycare,Residential
332,1401,Daycare,140,Daycare,Residential
110,1401,Child Care C,140,Daycare,Residential
182,1401,CHILD CARE MDL-01,140,Daycare,Residential
176,1401,Office Bldg,,#N/A,Commercial
73,140C,CHILD CARE C,140,Daycare,Residential
56,140C,CHILD CARE COMM,140,Daycare,Residential
131,140C,IMPUTED - Child Care Facility,140,Daycare,Residential
292,140C,CHILD CARE M94,140,Daycare,Residential
167,140C,DAY CARE  MDL-94,140,Daycare,Residential
307,140C,Child Care M-94,140,Daycare,Residential
82,140C,Other,,#N/A,Other/Unknown
99,140C,IMPUTED - Child Care Facility,140,Daycare,Residential
293,140C,DAY CARE M94,140,Daycare,Residential
141,140C,"Child Care Facility, table C",140,Daycare,Residential
28,140C,Child Care,140,Daycare,Residential
134,140C,Child Care,140,Daycare,Residential
107,140C,Child Care Model 94 (Commercial),140,Daycare,Residential
153,140C,Child Care Facility Commercial,140,Daycare,Residential
333,140C,Child Care Facility,140,Daycare,Residential
207,140C,CHILD CARE,140,Daycare,Residential
153,140I,Child Care Facility Industrial,140,Daycare,Residential
72,140I,Child Care Facility,140,Daycare,Residential
335,140R,IMPUTED - Child Care Facility,140,Daycare,Residential
211,140R,DAYC MDL01,140,Daycare,Residential
329,140R,Ranch,140,Daycare,Residential
46,142,Day Care,140,Daycare,Residential
26,150,Garage,,#N/A,Commercial
182,1500,MOBILE HOME PARK,103,Mobile home,Residential
182,1501,MBL HM PK MDL-94,103,Mobile home,Residential
182,1502,MBL HM PK MDL-96,103,Mobile home,Residential
182,1503,MBL HM PK MDL-01,103,Mobile home,Residential
182,1504,MBL HM PK MDL 00,103,Mobile home,Residential
35,152,IMPUTED - Residential,100,Unknown residential,Residential
35,1520,IMPUTED - Residential,100,Unknown residential,Residential
119,160,IMPUTED - RES 61,100,Unknown residential,Residential
254,160,Other,100,Unknown residential,Residential
145,160,Single Fam/Antique with Forestry Chapter Land,101M,Mixed-use -- single-family,Residential
250,160,Single Fam MDL-01,101M,Mixed-use -- single-family,Residential
334,160,RES AND CHAP 61,013,Mixed-use -- residential with commercial,Residential
110,161,Predom Res/600 R,013,Mixed-use -- residential with commercial,Residential
192,163,Use code not known or nor provided.,100,Unknown residential,Residential
192,167,Use code not known or nor provided.,100,Unknown residential,Residential
81,167,Mixed use residential; chapter 61 and chapter 61A,013,Mixed-use -- residential with commercial,Residential
119,170,IMPUTED - RES 61A,,#N/A,Other/Unknown
254,170,Other,100,Unknown residential,Residential
110,170,Predom Res/700 V,013,Mixed-use -- residential with commercial,Residential
145,170,Single Fam/Conventional with Cranberry Chapter Land,101M,Mixed-use -- single-family,Residential
250,170,Single Fam MDL-01,101M,Mixed-use -- single-family,Residential
334,170,RES AND CHAP 61A,013,Mixed-use -- residential with commercial,Residential
254,171,Other,,#N/A,Other/Unknown
110,171,Predom Res/700 R,013,Mixed-use -- residential with commercial,Residential
132,171,Unknown,,#N/A,Other/Unknown
254,172,Other,,#N/A,Other/Unknown
46,172,Condominium,102,Condominium,Residential
192,173,"Mixed Use (Primarily Residential, some Commercial)",013,Mixed-use -- residential with commercial,Residential
205,176,Other,,#N/A,Other/Unknown
192,176,Use code not known or nor provided.,,#N/A,Other/Unknown
232,176,"Mixed Use (Primarily Residential, some Forest and some Agriculture)",013,Mixed-use -- residential with commercial,Residential
81,176,Mixed use residential; chapter 61A and chapter 61,013,Mixed-use -- residential with commercial,Residential
324,178,"Mixed Use (Primarily Residential, some Agriculture, some Forest)",013,Mixed-use -- residential with commercial,Residential
110,180,Predom Res/800 V,013,Mixed-use -- residential with commercial,Residential
250,180,RES CH 61B REC MX,013,Mixed-use -- residential with commercial,Residential
334,180,RES AND CHAP 61B,013,Mixed-use -- residential with commercial,Residential
110,181,Predom Res/800 R,013,Mixed-use -- residential with commercial,Residential
132,181,Unknown,,#N/A,Other/Unknown
324,187,Other,,#N/A,Other/Unknown
192,187,"Mixed Use (Primarily Residential, some Recreational)",013,Mixed-use -- residential with commercial,Residential
232,187,"Mixed Use (Primarily Residential, some Chapter 61B and 61A)",013,Mixed-use -- residential with commercial,Residential
49,198,CNDO-RES-PKG,102M,Mixed-use -- condo,Residential
336,1980,Unknown [IMPUTED],,#N/A,Other/Unknown
85,199,UNKNOWN,,#N/A,Other/Unknown
49,199,CONDO-BLDG,,#N/A,Other/Unknown
24,199,Other,,#N/A,Other/Unknown
271,1990,Res,100,Unknown residential,Residential
317,200,Open Space,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
336,2000,Unknown [IMPUTED],,#N/A,Other/Unknown
334,2000,2000,,#N/A,Other/Unknown
0,201,Residential Open Land,120,Residential open space,Residential
0,2010,Residential Open Land,120,Residential open space,Residential
197,2013,IMPUTED - Residential Open Land,120,Residential open space,Residential
0,202,"Underwater Land or Marshes not under public ownership, located in residential area",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2020,"Underwater Land or Marshes not under public ownership, located in residential area",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,210,Non-Productive Agricultural Land (non-Chap61(A) part of operating farm or forest),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2100,Non-Productive Agricultural Land (non-Chap61(A) part of operating farm or forest),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,211,Non-Productive Vacant Land,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2110,Non-Productive Vacant Land,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
336,2120,Unknown [IMPUTED],,#N/A,Other/Unknown
334,2120,2120,,#N/A,Other/Unknown
0,220,Commercial Vacant Land (acreage without site improvements and not in commercial use),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2200,Commercial Vacant Land (acreage without site improvements and not in commercial use),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,221,"Underwater Land or Marshes not under public ownership, located in commercially zoned area",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2210,"Underwater Land or Marshes not under public ownership, located in commercially zoned area",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
336,2220,Unknown [IMPUTED],,#N/A,Other/Unknown
0,230,Industrial Vacant land (acreage without site improvements and not in commercial or industrial use),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2300,Industrial Vacant land (acreage without site improvements and not in commercial or industrial use),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,231,"Underwater Land or Marshes not under public ownership, located in industrial area",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2310,"Underwater Land or Marshes not under public ownership, located in industrial area",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,261,All Land designated under Chapter 61 (classified as Open Space),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2610,All Land designated under Chapter 61 (classified as Open Space),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,262,Christmas Trees (classified as Open Space),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2620,Christmas Trees (classified as Open Space),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,270,Cranberry Bog (classified as Open Space),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2700,Cranberry Bog (classified as Open Space),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,271,"Tobacco, Sod (classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2710,"Tobacco, Sod (classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,272,Truck Crops - vegetables (classified as Open Space),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2720,Truck Crops - vegetables (classified as Open Space),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,273,"Field Crops - hay, wheat, tillable forage, cropland, etc... (classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2730,"Field Crops - hay, wheat, tillable forage, cropland, etc... (classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,274,"Orchards - pears, apples, grape vineyards, etc... (classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2740,"Orchards - pears, apples, grape vineyards, etc... (classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,275,"Christmas Trees (Ch. 61A, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2750,"Christmas Trees (Ch. 61A, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,276,"Necessary related land-farm roads, ponds, land under farm buildings (classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2760,"Necessary related land-farm roads, ponds, land under farm buildings (classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,277,Productive Woodland - woodlots (classified as Open Space),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2770,Productive Woodland - woodlots (classified as Open Space),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,278,Pasture (classified as Open Space),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2780,Pasture (classified as Open Space),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,279,Nurseries (classified as Open Space),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2790,Nurseries (classified as Open Space),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,280,"Productive woodland - woodlots (Ch. 61B, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2800,"Productive woodland - woodlots (Ch. 61B, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,281,"Hiking - trails or paths, Camping - areas with sites for overnight camping, Nature Study (Ch. 61B, classified as OS)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2810,"Hiking - trails or paths, Camping - areas with sites for overnight camping, Nature Study (Ch. 61B, classified as OS)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,282,"Boating - areas for recreational boating and supporting land facilities (Ch. 61B, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2820,"Boating - areas for recreational boating and supporting land facilities (Ch. 61B, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,283,"Golfing - areas of land arranged as a golf course (Ch. 61B, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2830,"Golfing - areas of land arranged as a golf course (Ch. 61B, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,284,"Horseback Riding - trails or areas (Ch. 61B, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2840,"Horseback Riding - trails or areas (Ch. 61B, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,285,"Hunting - areas for the hunting of wildlife and Fishing Areas (Ch. 61B, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2850,"Hunting - areas for the hunting of wildlife and Fishing Areas (Ch. 61B, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,286,"Alpine & Nordic Skiing - areas for ""downhill"" or ""cross-county"" skiing (Ch. 61B, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2860,"Alpine & Nordic Skiing - areas for ""downhill"" or ""cross-county"" skiing (Ch. 61B, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,287,"Swimming Areas and Picnicking Areas (Ch. 61B, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2870,"Swimming Areas and Picnicking Areas (Ch. 61B, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,288,"Public Non-Commercial Flying - areas for gliding or hand-gliding (Ch. 61B, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2880,"Public Non-Commercial Flying - areas for gliding or hand-gliding (Ch. 61B, classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,289,"Target Shooting - areas for target shooting such as archery, skeet, or approved firearms (Ch. 61B, classified as OS)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2890,"Target Shooting - areas for target shooting such as archery, skeet, or approved firearms (Ch. 61B, classified as OS)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,290,"Wet land, scrub land, rock land (classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,2900,"Wet land, scrub land, rock land (classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
337,292,Chap 61A (agricultural) chaptered waste land,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
287,292,Chapter 61A Lands,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
52,2920,"WET LAND, SCRUB LAND",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
336,2920,"WET LAND, SCRUB LAND",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
287,2920,CH61A NON PRODUCTIVE WETLAND,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
334,2920,"WET LAND, SCRUB LAND",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
336,2980,Unknown [IMPUTED],,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,300,Hotels,,#N/A,Commercial
0,3000,Hotels,,#N/A,Commercial
73,3005,Hotel Condo,,#N/A,Commercial
89,300C,Hotel (main bldg of a hotel whose six other buildings contain multiple condo units),,#N/A,Commercial
325,300I,HOTELS  MDL-96,,#N/A,Commercial
197,300R,IMPUTED - Hotels,,#N/A,Commercial
89,300R,Hotels,,#N/A,Commercial
0,301,Motels,,#N/A,Commercial
0,3010,Motels,,#N/A,Commercial
351,3011,MOTL CONDO M05,,#N/A,Commercial
351,3012,COTTG CNDO M05,,#N/A,Commercial
325,301I,MOTELS  MDL-96,,#N/A,Commercial
197,301O,IMPUTED - Motels,,#N/A,Commercial
55,301R,MOTELS MDL-01,,#N/A,Commercial
219,301R,Unknown,,#N/A,Commercial
266,301R,MOTELS  MDL-01,,#N/A,Commercial
339,301R,Motels,,#N/A,Commercial
145,301R,Motels,,#N/A,Commercial
211,301R,MOTL MDL01,,#N/A,Commercial
8,301V,MOTELS  MDL-00,,#N/A,Commercial
55,301V,MOTELS MDL-00,,#N/A,Commercial
56,301V,MOTELS,,#N/A,Commercial
211,301V,MOTELS  MDL-00,,#N/A,Commercial
107,301V,MOTEL V,,#N/A,Commercial
182,301V,MOTELS,,#N/A,Commercial
0,302,"Inns, Resorts, or Tourist Homes",,#N/A,Commercial
0,3020,"Inns, Resorts, or Tourist Homes",,#N/A,Commercial
1,302M,Mixed Use - Store with Single Family Home,,#N/A,Commercial
104,302R,Inns,,#N/A,Commercial
221,302R,"IMPUTED - Inns, Resorts, or Tourist Homes",,#N/A,Commercial
197,302R,"IMPUTED - Inns, Resorts, or Tourist Homes",,#N/A,Commercial
89,302R,"Inns, Resorts, or Tourist Homes",,#N/A,Commercial
85,303,BLANK,,#N/A,Commercial
93,303,Church,,#N/A,Commercial
95,303,Com. Condo,,#N/A,Commercial
96,303,Timeshare,,#N/A,Commercial
216,303,"Mixed use commercial use, maybe commercial & residential but predominately commercial",,#N/A,Commercial
198,303,Commercial Condominium,,#N/A,Commercial
317,303,Property in Transition,,#N/A,Commercial
101,303,Commercial Accessory Land,,#N/A,Commercial
301,303,Kennell,,#N/A,Commercial
35,303,IMPUTED - Commercial,,#N/A,Commercial
46,303,COMMERCIAL,,#N/A,Commercial
211,303,(Intentionally left blank),,#N/A,Commercial
209,303,"Commercial, Transient Group Quarters",,#N/A,Commercial
25,303,Commercial Misc,,#N/A,Commercial
81,303,(Unknown),,#N/A,Commercial
214,303,Commercial Condominium,,#N/A,Commercial
171,303,Unknown,,#N/A,Commercial
127,303,Blank,,#N/A,Commercial
221,3030,Cottage Colony,,#N/A,Commercial
8,3030,LEASED SPA,,#N/A,Commercial
55,3030,COTTAGE COLONY,,#N/A,Commercial
32,3030,ACC COM LND,,#N/A,Commercial
84,3030,Accessory Land Commercial,,#N/A,Commercial
56,3030,LEASED SPA,,#N/A,Commercial
292,3030,ACC LD COM,,#N/A,Commercial
167,3030,Accessory Commercial Land,,#N/A,Commercial
173,3030,Acc Com Lnd,,#N/A,Commercial
219,3030,Unknown,,#N/A,Commercial
216,3030,Assessory land commercial,,#N/A,Commercial
266,3030,ACCLND Commercial,,#N/A,Commercial
271,3030,Utilsubsta,,#N/A,Commercial
230,3030,LEASED SPA,,#N/A,Commercial
238,3030,"Commercial Land (""commercial rellnd"")",,#N/A,Commercial
310,3030,(Intentionally Left Blank),,#N/A,Commercial
350,3030,ACC LND COM,,#N/A,Commercial
169,3030,Accessory Commercial Land,,#N/A,Commercial
35,3030,IMPUTED - Commercial,,#N/A,Commercial
293,3030,ACCLND COM,,#N/A,Commercial
294,3030,(Intentionally left blank),,#N/A,Commercial
220,3030,Accompany Commercial Land,,#N/A,Commercial
2,3030,ASSTD LVNG,,#N/A,Commercial
16,3030,ACCLND COM,,#N/A,Commercial
278,3030,ACC COM LND,,#N/A,Commercial
20,3030,TIMESHARE MDL-06,,#N/A,Commercial
161,3030,Mobile Home Park,,#N/A,Commercial
211,3030,COMRELLND,,#N/A,Commercial
1,3030,Intentionally left blank by DOR- and we don't use this code.,,#N/A,Commercial
88,3030,ACC COM LD,,#N/A,Commercial
247,3030,COM LAND,,#N/A,Commercial
182,3030,LEASED SPA,,#N/A,Commercial
18,3030,ACC COM LD,,#N/A,Commercial
89,3030,Unknown,,#N/A,Commercial
334,3030,MOBILE HOME PARK,,#N/A,Commercial
105,3030,Other,,#N/A,Commercial
146,3030,Comrellnd,,#N/A,Commercial
186,3030,ACC COM LND,,#N/A,Commercial
8,3031,Lease Land,,#N/A,Commercial
56,3031,LEASE LAND,,#N/A,Commercial
221,3031,IMPUTED - Cottage Colony,,#N/A,Commercial
296,3031,Imputed - Motel,,#N/A,Commercial
182,3031,LEASE LAND,,#N/A,Commercial
271,303A,Acc Com Lnd,,#N/A,Commercial
243,303A,ACC COM LND,,#N/A,Commercial
55,303M,COTT COL MDL-03,,#N/A,Commercial
55,303R,COTT COL MDL-01,,#N/A,Commercial
0,304,Nursing Homes - includes property designed for minimal care with or without medical facilities,,#N/A,Commercial
0,3040,Nursing Homes - includes property designed for minimal care with or without medical facilities,,#N/A,Commercial
266,3041,Assisted Living,,#N/A,Commercial
335,3041,IMPUTED - Nursing Homes - includes property designed for minimal care with or without medical facilities,,#N/A,Commercial
307,3041,Retirement Homes - with medical facilities,,#N/A,Commercial
20,3041,REST HOME,,#N/A,Commercial
8,304V,NURSING HM,,#N/A,Commercial
56,304V,NURSING HM,,#N/A,Commercial
182,304V,NURSING HM,,#N/A,Commercial
0,305,Private Hospitals,,#N/A,Commercial
0,3050,Private Hospitals,,#N/A,Commercial
16,305I,HOSP PVT MDL-96,,#N/A,Commercial
0,306,"Care and Treatment Facilities - designed and used on a transient basis, including half-way houses and similar facilities",,#N/A,Commercial
